customer_id,gender
10928546,1
69348468,1
61009479,0
74045822,0
27979606,1
44160317,1
36008593,0
48111232,1
82609845,0
60046355,1
96751727,0
83715039,0
67193294,0
92766561,1
5689927,0
17038281,0
34174139,0
402290,0
24553371,0
20505443,0
93914512,0
26159801,0
94069501,0
34247605,0
37141133,0
63929380,0
8619476,0
77171868,0
87373794,1
57486854,0
81513101,0
16422350,0
20421046,1
62533123,0
1094663,1
97098016,1
9708480,1
79321784,0
57746497,1
55477562,1
83629946,0
8612909,1
67382369,0
83851361,1
10493682,0
79496375,1
27868636,1
40722638,0
50647057,0
19087930,1
53393963,1
58629398,0
48180760,1
11542491,0
4024330,0
70227980,0
44642438,1
2658384,0
98222191,0
99024172,1
75328477,1
16240272,1
44353987,0
96367039,0
38949486,1
79155704,0
60034294,0
74751262,0
18889791,0
39435977,0
17793655,0
36622596,0
99563406,1
5202939,1
49637214,0
24567813,1
41289285,1
97676287,1
21205194,1
50706604,0
18694042,0
15701539,1
52976855,0
73933347,0
16404236,0
80524003,1
83571433,0
44223937,0
12660882,0
70768141,0
75225096,0
36056980,0
60042933,0
66368134,1
72045112,0
30605495,1
87502549,1
24467923,0
39975016,0
20352442,0
75282650,0
2548573,1
53556576,0
21044517,0
83391046,0
39848739,0
65411135,0
5306200,1
73021118,0
75888217,0
75610771,0
31505410,0
418693,0
39186764,0
33394172,0
51639842,0
73355686,0
69065209,1
33008397,1
615526,1
52787907,0
6794075,0
57643619,1
50167807,1
46449412,0
99911226,0
29766846,0
68018851,0
2889863,0
68334543,1
71188696,0
95891468,1
67087806,0
45728264,1
28209124,0
14100143,1
68449618,1
87110807,0
47862820,0
23910067,0
281727,1
33605846,1
93031933,0
68050945,0
95696045,1
47314303,0
69279297,0
82890368,0
12652859,0
70490446,0
78603934,1
48730144,1
48447048,0
77326951,0
82226539,0
3938989,0
74504524,1
16751713,0
13893103,1
93523674,0
21650358,0
52114084,1
68003889,0
5021691,1
15955193,0
24497218,1
12739123,0
37586404,0
12987697,0
71547641,1
32327379,0
92148250,0
99673663,0
12997681,1
18828201,0
39002460,0
54365767,1
52665452,0
54250589,1
92244512,1
41666340,1
92055019,0
18072028,0
26865893,0
4775887,1
81181832,1
69909483,1
36444703,0
81294046,1
84580615,0
83729700,0
40034321,1
11267999,0
16984655,1
98640445,0
47572617,1
20711131,0
16410393,0
54783576,0
12746283,0
92337108,0
74101940,1
50183949,1
78291801,0
14362107,0
33804848,0
79091959,1
69702084,0
49188073,1
99074102,0
6966209,1
86819230,0
11994958,0
36642100,0
23652302,0
73117800,1
52541358,0
35699164,0
23194817,0
31613863,0
68833534,1
71827865,1
45431782,1
75915257,1
26344467,1
91512720,1
61912590,0
35617442,0
5808030,1
76804274,0
41600750,0
32718661,0
91330600,1
99048480,1
80288115,0
36611764,0
46653901,0
21928402,0
9055616,0
55923386,0
76149190,1
35819316,0
23147675,0
99999680,1
52267133,1
96819546,0
47765941,1
35640160,0
39262084,1
73215364,0
76563396,0
6915116,0
12239681,1
72446283,0
62735787,0
60808677,1
26996112,0
26392084,0
56309305,0
19158728,1
52597818,1
25460787,0
86719987,0
44965738,0
5418695,0
571978,1
44848119,1
41993000,0
84282939,0
82312406,0
28550386,0
96734400,0
48285503,0
50155612,1
91973819,1
70475688,0
97631974,0
58615216,1
14548818,0
97513532,0
45723574,1
41750378,1
55804409,1
85068765,0
85745529,1
47994079,0
89608665,0
46416045,0
44124460,0
17670150,1
30334335,1
1394168,1
66572743,0
27813466,0
39944012,0
75825876,0
94968016,1
22954574,0
85886762,0
70610300,0
26529456,0
69685927,0
90009918,0
54424754,1
72430723,1
53253983,0
34757571,1
80378441,0
60384959,1
89473077,1
70668898,1
32087727,0
82950081,0
82382602,1
14212610,0
69859713,0
52084036,0
547551,1
48434170,1
33455666,0
73924399,1
9406402,1
68566919,0
9030676,1
50559876,1
93209091,0
87474247,1
31099458,0
66336866,0
99581668,0
96118953,0
49330434,0
70466873,1
85373071,1
89434545,1
15570959,0
19787819,1
27391443,0
85459902,0
83298429,0
9108377,1
71418107,0
71083746,1
50940,0
45148188,0
27116193,1
98800312,1
90885347,1
5307689,0
41980781,1
34157582,0
44391595,0
62713498,0
71979180,1
21580278,1
7292705,1
43756578,0
25646885,1
9978856,0
44963302,1
75050874,0
23446972,1
4641952,0
15621179,1
69573049,0
94671654,0
7771402,0
79751608,1
53602776,1
62106307,1
45437793,0
31096798,0
86009970,1
98949813,0
51365148,0
86037173,0
71627415,0
44308350,0
90286964,1
56515142,0
82454158,1
84712006,0
11627221,1
81296606,0
73125353,0
70495971,1
39122979,0
22972994,0
79027525,1
40322205,0
42145577,1
3467492,0
64196239,0
43261387,1
80345852,0
1579633,0
58841091,1
64075663,0
84883063,1
65477485,0
63934272,1
23859872,0
16662809,0
79534606,1
37872259,1
62527163,0
79166625,0
24243511,0
1380455,0
23527097,0
85310807,1
11341232,1
4870185,0
26690755,1
96699770,0
78501857,0
70458117,1
30861480,0
44516482,0
29718406,0
68516664,0
40651290,0
4758274,0
39225619,0
21576249,0
63387697,0
40635820,1
3132026,0
39510825,0
67199676,0
54759922,0
73108951,0
41250878,0
29202812,0
80185881,0
59649472,1
50546311,1
5919289,1
60293458,1
96548394,0
95889057,0
75010969,0
56630485,0
41503919,0
50781023,0
56600804,0
28064405,1
87117060,1
94432656,1
2134142,0
24338730,0
11062726,1
9118054,0
93507430,1
40824471,1
36996359,0
26419099,0
80064014,0
50723196,0
78914047,0
98130398,1
45619328,1
8114521,1
51349760,1
69191136,0
2400211,0
24753950,0
35490790,1
26604313,1
82199578,1
11291751,0
9673243,1
54980632,1
98005968,0
38311906,1
68312764,0
55004652,1
84930140,0
20220651,0
36154830,1
93265038,1
59438753,0
555494,1
10521111,0
53084290,1
20427207,0
80931561,1
27039326,1
1888728,1
52129448,0
62181901,1
91791462,1
74298343,0
9353024,1
91583195,0
52097627,0
48709595,0
30217532,0
37291325,0
30017172,1
99606031,0
85356418,1
91473563,1
16224951,0
76873019,1
83005415,1
35274437,0
61717757,0
30150009,0
37893259,1
47328174,1
25998489,1
27475547,0
15555810,0
54433534,1
50853691,1
73579890,0
69323066,0
18480529,1
58674955,0
7598703,1
9442456,0
46212948,0
67518654,0
44676756,0
27979294,0
83922170,1
1096220,1
95074221,0
89945711,0
79714704,0
56158977,1
63020711,1
83866773,0
57126993,0
94599685,0
50157498,0
43212257,0
78203753,1
85538763,1
48288703,0
54053900,1
68277946,0
36996495,1
78855685,1
90233782,0
19511282,1
78490146,0
26070862,1
50548386,0
68605036,0
1702393,0
75955805,1
59545596,1
41045682,0
42754565,1
79176394,0
87550753,1
52444861,1
78235796,0
82757763,1
76762172,1
36658234,0
69435148,0
7588127,1
28431923,0
49635827,1
89210806,1
66147149,1
67755456,1
49013605,0
9156029,1
98737987,1
14005433,0
6443703,0
51886915,1
86387909,1
67807920,0
51984223,0
72305515,0
60251270,0
22698869,1
40509142,0
52910636,1
8071073,1
12280482,0
87372275,0
3585421,1
71095927,0
35568840,0
80152207,1
19950741,1
49714269,1
68235748,1
87976786,0
36961762,0
51488456,1
55241935,1
35589068,0
65568801,1
20590772,0
97195495,0
11186103,0
41434409,0
14969345,0
115617,1
64543174,1
11316922,0
78215370,0
96495568,0
75199858,1
18527429,1
73798990,1
59237235,1
47076031,1
34026271,0
9002442,1
44735517,0
56840048,1
73269680,0
59267013,0
87819773,1
32133654,1
16764721,1
95280153,0
68679782,0
50790469,1
65393640,1
22119757,1
20200083,1
99834424,0
20091859,0
85931862,0
90145416,0
76826009,0
59660392,0
64988012,1
81327243,1
483137,1
51648628,0
13833761,1
89080700,0
91073908,0
93715144,1
9742039,1
24020136,0
27578149,1
48618305,0
2258783,0
11971296,0
74944537,0
39718714,1
76294176,1
74503949,1
7351769,0
22217466,1
88709355,0
42700468,0
2208164,0
54436720,0
57124290,0
93089398,0
11204688,1
26474729,1
13595171,1
90330427,1
83249956,0
60412759,1
87193386,0
43819034,0
65762424,1
82173531,0
1692635,1
6323787,1
32378173,0
2132230,1
98555710,1
56681140,0
87136107,1
13067380,1
83873329,0
93387124,0
48075002,0
4342236,0
68222821,0
32581995,1
85435853,0
6087150,1
95204601,1
56315843,1
11203768,0
32765525,1
58399277,1
39117540,0
22511212,1
27903607,1
75580356,0
96542499,1
27427136,0
12548616,0
17889916,1
62008087,1
83831763,0
2712467,1
82955373,0
25966874,1
76437801,0
78012586,1
79844656,0
7065498,1
84044926,0
37854469,0
87381748,0
8954870,0
81035597,1
9711806,0
58877868,1
41951078,1
27786863,0
27495141,0
1289086,1
80432221,1
68794901,1
62138009,1
80331661,0
86987521,1
57784143,0
50098039,0
94222898,0
74231213,1
15627664,0
94585085,0
33468665,0
14123690,0
13584223,0
23349119,0
28565033,1
81479064,1
59470284,1
47375053,1
15939752,0
35757799,0
97631536,0
34360380,0
17350935,0
68978319,0
20140418,0
70380464,1
5071786,1
4008554,1
89176508,0
84245041,0
48980306,1
16631698,1
41074720,1
82840746,1
83986464,1
55609842,1
37552596,1
84340954,0
13431113,0
3641050,0
22774372,0
16480850,0
96947994,0
85187996,0
16810200,0
78940625,0
20729045,1
66473821,0
60576214,0
83920506,0
94509476,0
19641265,0
52701647,1
9119707,0
75346132,0
15965494,1
41543488,1
18629075,1
34830199,0
17441830,0
43637901,1
49235515,1
82585308,0
55272630,0
98069246,0
20762675,0
62161840,1
77000135,1
31719348,0
34356731,0
43930859,0
33893695,0
82479679,1
32706955,0
25113404,1
35540196,0
83400171,0
93882392,0
97348711,0
86004635,1
82406113,0
83038642,1
45956004,0
56308717,0
60048863,0
23102041,1
94885326,0
96669381,0
90332495,0
40551322,1
8333280,1
11449729,0
63878148,0
7927648,1
368517,0
13077345,1
21376002,0
44210124,1
10064386,0
71813116,0
39224801,1
74322423,0
41016531,0
77241644,1
95782907,1
5367780,0
84980957,0
57413819,1
32072106,0
44451498,0
24524890,0
41446597,1
46617094,1
31167297,1
47941379,0
62607193,0
4755538,0
84007462,0
32250197,1
1510234,0
72555006,0
49530061,0
44110479,0
70437097,0
56801281,0
63965959,1
63305351,1
65035676,0
12241429,1
17352837,0
79958341,1
76222234,0
26527914,1
41223923,0
79686538,1
17923253,1
60198200,0
86827826,0
32478197,0
87712186,1
8224467,1
85917235,0
62220757,0
43383714,0
90429560,0
568609,1
79944617,0
8542206,1
73164708,1
43227357,0
39865688,0
20002218,1
23308319,0
28270562,0
4309673,1
1567274,1
64701057,1
76858175,1
68416873,1
30754324,1
88791777,0
77426468,1
25113046,1
52460589,1
91309582,1
74388051,1
14894393,0
28954627,1
85185644,1
68356021,0
39191321,1
84067450,1
50829081,1
8834477,0
82057183,1
89222217,0
94374717,1
84023495,0
33492988,1
53560753,1
90209156,1
50106986,0
46557366,0
66274097,0
26240933,0
27390371,0
65488357,0
39742563,1
84499561,0
78773787,1
18630870,1
58573553,0
20679518,1
65183612,0
24902845,1
51998915,0
29281146,0
2261311,0
63579862,0
47981532,0
39357161,1
38679759,0
19581953,0
25497358,0
46443761,1
83542934,0
52808914,1
31568333,0
41227639,0
60550296,0
89357251,0
50175595,1
34075015,1
64504832,0
82363585,0
39577592,0
23316462,0
61144234,1
74298839,0
44445893,0
69324145,1
87385529,0
791643,1
58287137,0
43570395,1
43965739,0
66731320,1
33636159,0
409257,1
50212809,0
82247147,0
86688057,1
87209446,1
64342204,1
27034273,0
55173912,0
44595753,1
45995180,0
84199917,1
77587776,0
7418478,0
58825283,1
8251515,0
8557916,1
64026953,0
60301744,0
8189454,0
40224781,0
95076465,1
38591936,1
83510129,0
57097583,1
78115851,1
1571169,0
46245791,0
81698208,0
54920864,1
88355759,1
84906776,1
86227647,1
96015043,0
59552097,1
78360368,1
63054177,1
13318961,0
95312022,1
36899629,0
33919847,1
51879278,0
50350048,0
31394137,0
44463692,0
13777610,1
57163214,0
77567092,0
3576146,1
46330016,0
78570232,1
93713843,1
4763823,1
21217132,1
73028403,0
19415800,0
1238197,1
99501605,0
95321345,1
8268076,1
59769662,1
94551267,0
39093269,0
86988270,1
74262568,0
56218066,1
53395,0
6596740,0
21594302,0
43372185,0
42260184,0
77438414,0
60462258,0
25627954,1
87557584,1
98404097,1
29631690,1
13025490,1
58680758,1
61546226,0
84500326,0
86770066,0
75671273,1
48413853,0
53371667,0
56680038,1
35651042,0
94292971,1
17992634,0
18350404,0
69073376,0
27455685,1
42581125,1
63721223,1
350821,0
81771709,0
97077599,0
97939304,0
82277885,1
41487480,0
189257,1
48033616,0
44663000,0
76053807,0
18912624,1
83228517,1
86196205,0
91964839,1
59003658,1
82262943,0
82235884,0
58598492,0
54339143,0
36460428,1
39954457,0
56982439,1
11107679,0
43732528,0
43791164,0
70132417,0
23671549,0
4033578,0
48741370,1
41756011,1
66349382,0
43597122,0
34846340,0
92692871,0
56387802,1
20917387,0
8611938,0
84639734,1
7168161,0
94962020,0
24979547,0
35484006,1
62022171,0
51257018,0
82850833,0
84588633,1
25636639,0
73688170,0
12374003,0
67406385,0
83869978,0
92326906,0
15103892,0
38371802,0
63753335,0
53105363,0
15250320,1
61451968,1
42443180,1
5443235,1
27246411,1
59120963,0
39157536,1
16538259,0
33687248,0
24338357,0
45894000,1
58440474,0
19330058,1
69076195,1
61276826,0
66653810,0
67989878,1
66739958,1
61208146,0
8114551,1
57230593,0
75330352,1
49603445,0
52337939,1
70029605,0
91723884,1
52973391,1
48140681,0
95553341,1
76245502,1
85907961,0
82318809,1
9534903,0
35556833,0
72375056,0
50481996,0
8189528,1
91320336,0
66078283,0
88278381,1
45928448,0
39762893,0
65278638,0
86665789,1
41426070,0
72097563,0
61542377,1
86247579,1
60711627,1
28006767,0
14025913,0
72596532,1
47025283,0
95115712,1
69841419,1
14360608,0
78942947,1
70858420,0
44818928,0
18982540,1
97816608,1
92559778,1
58631073,0
94925644,0
35059129,0
38056372,0
10565884,0
14001176,1
62895171,0
37266132,1
50914567,1
54998640,0
29481052,1
4132055,0
65356478,0
55772150,0
26847016,1
40944313,1
58046901,0
16381650,0
62856375,0
62225605,1
32968215,0
36526823,1
43777193,1
4416498,0
56282562,0
71591742,1
72095061,1
80917162,0
78878144,1
71942984,0
49836853,0
79716246,1
80435602,1
95108573,1
4093391,0
22977488,1
18399534,0
91375312,1
87857162,0
83434674,1
14238559,0
4611165,1
5392349,0
17732156,0
95481247,0
45384246,1
51153716,1
78336819,0
91647754,0
46851940,0
886850,1
65473458,0
78156500,0
42857274,1
8483940,0
66216815,1
14490414,0
53470814,1
52228883,0
64080161,0
75141992,0
62547124,1
90994943,0
99725094,1
54962601,1
34609265,1
72614307,1
77442945,0
14720054,0
17327321,1
7519952,0
41347113,0
95803225,1
32970687,0
10353051,1
34107918,0
64043233,1
59986494,1
2027135,0
92877183,0
18550241,1
99241296,1
93059008,0
48555373,0
72717967,0
51680121,0
72226124,1
51792398,1
38760997,0
34788345,0
45415313,1
47653609,1
58370439,0
23136235,1
96267319,1
46656732,0
18333711,0
57513608,1
77399643,1
26784622,1
88105814,0
47975972,0
34313136,0
3664058,0
44555523,0
2953031,1
94381868,1
66483256,1
20357100,0
58361655,0
96995832,0
73430259,1
31930464,0
14231524,0
683284,1
17194012,0
84876373,1
89729753,1
78077934,0
83494724,1
23462825,1
54138582,1
10596896,1
92309179,1
20047434,1
31142279,1
47734912,0
20306146,0
87502946,1
70909336,1
41408368,0
43660285,0
57231405,0
374768,1
42246349,1
32594337,0
84801428,0
73334791,0
10056437,1
72286950,0
84678121,1
76873751,0
87850297,1
53418806,0
27932623,1
91293742,0
93220464,1
70811563,0
43653980,1
70599086,1
91935610,0
76097971,1
64878557,0
82729307,1
78911505,0
98441103,0
90591079,0
25132163,1
35245068,1
90715593,1
54584863,1
42872451,0
23562370,1
78802734,0
91761612,0
95483363,1
30739309,0
51212318,1
68511053,0
68493838,0
46869540,1
44170453,1
16576146,0
87904457,1
33790132,0
2452546,0
26803238,1
54403710,1
11703306,0
53228982,1
52730916,1
6324026,1
56093439,0
34023430,0
84213038,0
80892355,0
91986183,1
43875957,0
62071738,1
99537776,0
21305838,0
73026170,0
31682096,1
21988907,1
89934397,0
50647626,1
92906966,0
35574385,0
67071515,1
24022030,0
98205722,1
70066447,0
62277942,0
65588133,0
81092932,1
65238800,0
17471011,1
26047380,1
93698913,0
12001537,0
96643604,0
24796552,0
87113643,1
9659888,1
16936202,1
8812290,1
88337333,1
13440692,1
11281442,1
37272191,1
17181384,0
28826674,0
35593140,0
57847078,0
86236552,0
35342525,1
93011179,0
10324267,0
95178313,0
63009289,1
37837806,1
73605230,0
22111039,1
92873935,0
11175443,0
73931370,0
92322336,1
21349519,0
39759928,0
71128442,1
68673406,0
21574386,0
81790042,1
90276425,0
92674191,1
34264202,1
88850073,1
22410683,1
89116468,0
99302313,1
23793742,1
31346129,1
37088614,1
65550669,0
53410208,0
37616739,1
77156888,0
2108826,1
10246339,1
18880490,1
10303548,1
67397421,0
75832578,1
27621094,0
79261285,1
32301971,0
12269528,1
15254951,0
61739552,1
79555354,0
48405962,1
46105863,1
83489279,1
34848455,0
95890287,0
46431440,0
58457953,1
63953233,0
9869167,0
18418576,1
80858945,1
62967295,1
90292087,1
86997978,1
93478792,1
5926636,0
34246117,0
40935946,0
68091371,0
3874769,0
97170864,0
79563110,1
77925382,0
38034239,1
43582036,0
59567939,0
12325802,0
32544958,0
63862868,1
72749791,1
24784802,0
77275638,1
69315957,1
52482165,0
49148603,0
46579237,1
37274803,0
361458,1
66352696,0
88269777,1
60428201,0
88656506,1
71936160,0
86755562,1
7981404,0
63839241,1
18291913,0
17797588,0
56000545,0
52337561,1
67555827,1
85284751,1
24285751,1
18074104,1
74599819,1
39795338,1
50324379,0
40508730,0
52859730,1
53543155,0
99388499,0
39932626,1
8734937,0
10467007,0
83108440,0
40133271,0
76068532,1
60860575,1
12678319,1
78044629,0
75248245,1
79803584,1
63140042,1
85952372,0
28564485,0
99882949,0
32693947,0
77942049,0
98711881,1
83271538,0
63109852,0
53397421,1
30019753,0
65589142,0
37160920,1
33152392,1
771111,0
98178300,0
26118785,1
32805864,1
51099815,0
35191315,1
37211113,0
1826000,0
30528720,1
46396039,0
59566967,0
33799672,0
96099177,1
61149133,0
9794224,0
22882112,0
36980858,0
53561226,0
6766644,0
95754410,1
15474511,0
98861163,0
94140855,0
48751972,0
48621241,0
58584278,1
57469500,0
26585049,1
59583275,0
86169927,0
81417143,0
96829475,1
41436755,1
20061022,0
71236168,0
93894881,0
95747928,0
27716148,0
21845362,0
57283046,0
39576818,0
24622548,0
98326437,1
68643191,1
308038,0
85761358,0
40417888,1
98918956,0
22252394,0
56579877,0
66075103,0
38490599,1
85781818,1
83436874,0
68253309,1
32660482,1
54725546,1
76584911,0
35890369,0
5385816,0
32317349,0
15926326,1
65965836,0
62145393,1
62688371,0
83960862,0
74063285,0
9598077,0
98397399,0
85056040,0
29129514,1
99789834,0
69368128,0
2474434,1
65475647,0
177299,0
53922199,1
29346017,0
58623149,0
50397574,0
40810270,0
90935269,0
68999916,0
77317237,0
56694753,0
7927145,1
1210592,0
87650351,1
29914763,0
49876918,0
57995454,0
6352651,0
97175105,1
70603698,0
15223932,0
46360820,1
97574052,1
26511631,0
86297262,1
40917212,0
69366360,0
47938988,1
7654410,0
58169630,0
21638457,0
51596978,0
28316399,1
47836515,0
22736056,1
14132470,0
84296161,0
1322942,1
85952401,1
33199073,0
12406425,0
31704839,1
42187420,1
97753724,1
8413983,0
561689,1
97799588,1
5216946,0
51487162,0
32642404,0
94065655,1
15847268,0
81807105,0
93741697,0
55201931,1
55970380,1
73847071,1
47995959,1
38507678,1
71906343,1
11831433,0
30627668,1
32696795,0
33239756,1
65141564,0
87108538,0
51890036,0
69197914,0
73597952,1
91386761,0
23549229,0
4401604,1
80434437,0
26108972,0
99468407,1
70327700,0
50308775,0
50935035,1
15444986,1
47736518,0
51709620,1
47838429,1
14652932,1
4079550,0
62830614,1
89116031,1
22684975,0
61495918,0
56636675,1
98592314,0
61205849,0
91837362,0
54217274,0
784349,1
23170258,1
50446331,0
30060971,0
9511061,0
65221973,1
93176546,1
98015096,0
39703764,0
17208030,0
5587263,1
55241651,1
51820675,0
49644781,1
12058501,1
70213046,1
46147743,1
24875246,0
33135912,0
10966995,1
54982271,1
75500611,0
91377213,0
52628322,1
8144041,1
61223918,0
76599235,0
32646822,0
14104717,0
54887447,1
26529792,1
78076605,1
64627741,1
64960269,0
85518423,1
42589434,1
27616717,0
67294324,1
75599721,1
29309139,0
38743206,1
71931448,0
74334566,0
91619045,1
50079853,0
74693419,1
63864494,0
81721230,1
16587646,1
62318364,1
18992359,0
15039371,1
22885925,0
13170353,1
6522539,0
43018886,1
69735462,0
71787383,0
79028770,1
15523078,1
54510549,1
86740634,0
75757132,1
35321395,0
81738156,0
30791828,0
93323663,1
81548209,1
50127267,1
72035996,0
26037329,0
78971194,1
43099100,1
340557,1
56434531,1
94258484,0
62752996,0
49706714,1
55995250,0
76044783,1
25812171,0
67162163,1
55785327,0
35645527,0
66031113,1
15160419,0
70857044,1
13888852,0
37563035,1
34970424,0
46354028,0
54821290,0
37800161,0
22450434,1
37729700,1
1461541,1
17360599,0
59034128,1
8738158,1
18073912,0
89691547,0
33005107,0
24946026,1
35920027,0
72592609,0
54250959,0
32782822,0
96063064,0
83467032,0
27395531,0
3393374,1
79434229,0
82461541,1
40198964,0
98379265,0
51028881,1
45106113,0
12822386,1
38020128,0
39651887,1
24879096,1
43214184,0
82819627,1
94693120,0
62758750,0
92283523,0
7229557,0
62236786,1
51111176,0
3684270,0
62448192,0
48253563,1
10026296,0
60510203,0
39746829,1
43726510,1
58468860,1
31667421,0
79673986,0
54083072,0
25590548,1
16144253,0
50089347,0
66753025,1
74250583,1
7039985,1
93600267,1
11373512,1
67320407,1
14939820,1
67035120,0
14219972,0
71547009,1
64266161,1
51799569,1
22042348,1
86670135,0
62691685,0
63600387,0
34927541,0
67228612,1
57897343,0
98481661,0
96913237,1
90094556,0
78089834,1
86845985,0
39797791,0
65728672,1
11613882,0
56327367,1
49391429,0
78214402,1
48583817,1
61928703,1
88053734,0
39809041,0
32349097,1
49722314,1
79818906,1
53120025,1
58669583,0
63066346,0
15436657,1
16191966,0
30552137,1
85783069,0
91871945,0
39934843,1
99807439,0
94846611,1
4022959,1
83604696,0
43253444,1
70804727,1
78236376,1
44869748,0
28658403,0
77651794,1
84605762,0
53576233,0
90975438,0
83688369,1
31610451,1
36425390,1
87299704,0
41592350,0
96966926,1
2851080,0
51786271,0
8918702,0
7675526,0
83349181,1
29815159,1
57660625,1
52653471,1
8454711,1
46004739,1
10720945,1
54391761,0
4622192,0
43821379,1
38896722,0
90917592,1
8025077,0
11071792,1
49257431,1
27573266,1
26679860,1
44510904,1
53907029,0
14029441,1
65683576,0
96750247,0
55503498,0
33115683,0
59688498,0
86805818,1
49793,1
38703880,1
94047137,0
98382788,1
11222990,0
46024442,1
66985706,1
48860137,0
76368949,1
95791843,1
6590445,0
81399705,0
95020322,1
50143188,1
75929349,0
68553737,1
76890188,1
28665838,1
67204016,0
17431962,1
92940149,0
96471458,0
72522161,0
36838245,0
66616905,0
9833492,0
33195838,0
10839610,0
40470980,0
35032736,1
59256372,1
58049487,0
59614249,0
50169658,0
12071388,1
34156704,0
41144715,0
64690140,0
29601353,0
87226453,1
40297008,1
94192485,0
39385780,1
28155269,1
43541091,0
29621741,0
67890598,1
69907295,0
31317727,0
66520469,0
71663162,0
51425306,1
43224908,0
89046659,1
36325942,0
57716662,0
42824084,0
24712099,0
8125810,1
7810466,1
43021222,1
54721273,0
97528284,1
99849205,1
84999717,0
24276565,1
85733088,1
98430195,0
89701672,1
30339031,0
85813585,0
36302293,0
77809947,1
88592689,0
15233857,0
80357050,0
73818041,0
97187801,0
32826090,0
20738775,0
28763320,0
76788213,1
47165855,1
34580811,1
55370884,1
84564690,0
80567667,0
47853460,1
68700668,0
8552161,1
78204059,0
37104923,1
93574409,1
3449730,1
41481189,1
6916371,1
44350155,1
89788126,1
11167057,1
30639857,1
16144518,0
80555736,1
69174409,0
29625170,1
66740873,0
46740820,0
96574694,0
24943791,0
96675064,1
89674632,1
21970231,0
85938961,1
67866618,0
39193827,0
55137023,1
98507645,0
71974747,1
57326587,1
24136554,1
37796079,1
51299910,0
43680461,0
94046100,0
26211677,0
96138803,1
72854087,0
34051333,1
95999722,1
99199448,1
13705197,0
86044364,0
59656984,0
66768506,1
3091059,0
38996102,1
90501931,0
11039185,0
29848943,0
28538040,1
23361847,1
5470193,1
98183206,0
64706705,1
71614062,0
77502597,1
52871849,0
96468329,1
53099781,1
63169332,0
32990408,0
22931716,1
70444371,1
26250094,0
42738927,0
52639072,0
64932205,0
82836263,1
44312909,0
73700735,0
66977616,1
55715208,1
64364067,0
71509838,0
23902289,0
61472440,1
20209104,1
59789740,1
6393719,0
76194528,0
94198426,1
66662997,0
33492424,1
4899457,1
3568140,1
84323633,0
10651006,0
